2005,1,AK,12.29
2005,1,AL,7.00
2005,1,AR,6.65
2005,1,AZ,7.75
2005,1,CA,12.19
2005,1,CO,8.64
2005,1,CT,12.67
2005,1,DC,7.45
2005,1,DE,8.05
2005,1,FL,9.21
2005,1,GA,7.73
2005,1,HI,19.05
2005,1,IA,8.34
2005,1,ID,5.91
2005,1,IL,7.27
2005,1,IN,6.78
2005,1,KS,6.84
2005,1,KY,6.19
2005,1,LA,7.45
2005,1,MA,12.80
2005,1,MD,7.61
2005,1,ME,13.70
2005,1,MI,8.14
2005,1,MN,7.49
2005,1,MO,5.97
2005,1,MS,7.34
2005,1,MT,7.37
2005,1,NC,8.10
2005,1,ND,5.79
2005,1,NE,5.75
2005,1,NH,11.98
2005,1,NJ,10.53
2005,1,NM,8.48
2005,1,NV,9.99
2005,1,NY,14.05
2005,1,OH,7.71
2005,1,OK,6.28
2005,1,OR,7.21
2005,1,PA,9.11
2005,1,RI,12.11
2005,1,SC,7.96
2005,1,SD,6.80
2005,1,TN,6.71
2005,1,TX,9.15
2005,1,UT,6.93
2005,1,VA,7.51
2005,1,VT,12.67
2005,1,WA,6.46
2005,1,WI,8.99
2005,1,WV,5.92
2005,1,WY,6.81
2005,2,AK,12.56
2005,2,AL,7.23
2005,2,AR,6.86
2005,2,AZ,7.99
2005,2,CA,12.33
2005,2,CO,8.73
2005,2,CT,13.10
2005,2,DC,8.38
2005,2,DE,7.89
2005,2,FL,9.38
2005,2,GA,7.84
2005,2,HI,18.60
2005,2,IA,8.69
2005,2,ID,5.89
2005,2,IL,7.83
2005,2,IN,7.15
2005,2,KS,7.20
2005,2,KY,6.20
2005,2,LA,7.73
2005,2,MA,13.35
2005,2,MD,7.65
2005,2,ME,14.35
2005,2,MI,8.24
2005,2,MN,7.61
2005,2,MO,6.30
2005,2,MS,7.64
2005,2,MT,7.54
2005,2,NC,8.30
2005,2,ND,6.07
2005,2,NE,6.19
2005,2,NH,13.50
2005,2,NJ,10.58
2005,2,NM,8.81
2005,2,NV,10.24
2005,2,NY,14.53
2005,2,OH,7.85
2005,2,OK,6.86
2005,2,OR,7.20
2005,2,PA,9.26
2005,2,RI,10.64
2005,2,SC,8.27
2005,2,SD,7.10
2005,2,TN,6.78
2005,2,TX,9.50
2005,2,UT,7.01
2005,2,VA,7.57
2005,2,VT,12.80
2005,2,WA,6.43
2005,2,WI,9.20
2005,2,WV,6.03
2005,2,WY,7.16
2005,3,AK,12.75
2005,3,AL,7.58
2005,3,AR,7.23
2005,3,AZ,8.19
2005,3,CA,11.28
2005,3,CO,8.80
2005,3,CT,12.95
2005,3,DC,8.68
2005,3,DE,8.03
2005,3,FL,9.55
2005,3,GA,8.13
2005,3,HI,18.47
2005,3,IA,8.89
2005,3,ID,5.90
2005,3,IL,7.96
2005,3,IN,7.16
2005,3,KS,7.50
2005,3,KY,6.24
2005,3,LA,7.81
2005,3,MA,13.10
2005,3,MD,7.75
2005,3,ME,12.81
2005,3,MI,8.14
2005,3,MN,7.75
2005,3,MO,6.45
2005,3,MS,8.15
2005,3,MT,7.74
2005,3,NC,8.35
2005,3,ND,6.26
2005,3,NE,6.47
2005,3,NH,13.29
2005,3,NJ,10.69
2005,3,NM,8.57
2005,3,NV,10.26
2005,3,NY,14.40
2005,3,OH,8.05
2005,3,OK,7.24
2005,3,OR,7.19
2005,3,PA,9.31
2005,3,RI,12.54
2005,3,SC,8.39
2005,3,SD,7.32
2005,3,TN,6.85
2005,3,TX,10.05
2005,3,UT,7.14
2005,3,VA,7.72
2005,3,VT,12.78
2005,3,WA,6.42
2005,3,WI,9.27
2005,3,WV,6.19
2005,3,WY,7.19
2005,4,AK,12.90
2005,4,AL,7.87
2005,4,AR,7.79
2005,4,AZ,8.67
2005,4,CA,12.12
2005,4,CO,8.81
2005,4,CT,13.58
2005,4,DC,8.77
2005,4,DE,8.56
2005,4,FL,9.66
2005,4,GA,8.00
2005,4,HI,19.23
2005,4,IA,9.25
2005,4,ID,5.93
2005,4,IL,8.46
2005,4,IN,7.89
2005,4,KS,7.88
2005,4,KY,6.73
2005,4,LA,7.74
2005,4,MA,13.03
2005,4,MD,7.86
2005,4,ME,13.20
2005,4,MI,8.27
2005,4,MN,8.08
2005,4,MO,6.81
2005,4,MS,8.44
2005,4,MT,7.98
2005,4,NC,8.72
2005,4,ND,6.86
